citycouncildistrict,total_bldgs,med_yearbuilt,mean_yearbuilt,year
48,23732,1930,1935.33945582112,2015
44,23772,1930,1934.08693638942,2015
47,24347,1930,1937.99106151454,2015
43,32586,1925,1928.50715746421,2015
46,37695,1950,1946.99333691224,2015
1,5703,1910,1920.0284629981,2015
3,8172,1910,1919.2891181171,2015
6,4123,1910,1914.09997334044,2015
2,4978,1910,1919.13459759482,2015
4,5985,1920,1924.63364867372,2015
7,3245,1912,1917.65950813994,2015
5,3389,1920,1924.57712765957,2015
9,5847,1910,1921.68479102167,2015
26,15249,1931,1937.65095106487,2015
21,16791,1930,1941.63302028254,2015
25,13658,1938,1942.77441749881,2015
30,40793,1930,1934.20653803533,2015
20,21831,1950,1949.86003671583,2015
29,19523,1933,1936.71628833701,2015
24,27713,1940,1944.22951443641,2015
19,49586,1945,1947.20495574191,2015
28,41655,1925,1934.89310609229,2015
32,41277,1930,1936.71626579698,2015
23,48001,1945,1943.9401554216,2015
27,50755,1935,1938.61628779916,2015
31,34921,1950,1951.15646992962,2015
49,40483,1943,1950.22393376653,2015
50,50509,1965,1964.6420699219,2015
51,48497,1980,1976.33797036436,2015
47,24443,1930,1938.05263742983,2016
43,32595,1925,1928.54164128448,2016
48,24111,1930,1935.48588893967,2016
0,339,1960,1960.91836734694,2016
38,18386,1920,1924.40066225166,2016
44,23788,1930,1934.21713689821,2016
39,21569,1910,1917.02505361159,2016
33,15309,1915,1923.59622350674,2016
35,13357,1915,1920.98682688028,2016
46,39111,1950,1947.00558959136,2016
45,31347,1925,1928.73509807656,2016
40,10874,1920,1922.31976676385,2016
41,16159,1930,1934.37995934653,2016
42,16806,1935,1951.33485551195,2016
36,16018,1905,1920.18512040899,2016
34,16194,1930,1933.98429554293,2016
37,19886,1915,1925.36198396198,2016
8,5577,1920,1934.31535450196,2016
13,31060,1940,1944.64098995259,2016
17,9199,1931,1950.38634874885,2016
22,22518,1931,1939.31542620499,2016
18,13613,1931,1944.45947224061,2016
16,3874,1927,1939.2661849711,2016
14,4489,1922,1931.41570981211,2016
15,10548,1925,1932.2432514407,2016
11,10384,1930,1936.8605920893,2016
10,2643,1922,1925.83157431838,2016
12,21638,1950,1947.35389516363,2016
1,5667,1910,1920.25063451777,2016
3,8170,1910,1919.66589124746,2016
2,4958,1910,1919.33627291715,2016
4,5959,1920,1924.96813862493,2016
6,4121,1910,1914.06780565937,2016
5,3374,1918.5,1924.47198132088,2016
7,3254,1912,1917.73328714929,2016
9,5854,1910,1921.88035679659,2016
32,42347,1930,1936.78941128524,2016
30,41986,1930,1934.28091608027,2016
28,42849,1925,1934.96707317073,2016
31,34907,1950,1951.30393644203,2016
29,20412,1934,1936.79713858638,2016
24,28438,1940,1944.33829764105,2016
27,52161,1935,1938.65282826159,2016
26,15326,1931,1937.87189712704,2016
19,50809,1945,1947.29813067785,2016
25,13654,1938,1942.85647663462,2016
21,16861,1930,1941.76939484911,2016
20,22343,1950,1950.04844224924,2016
23,49299,1945,1943.99716713881,2016
51,48567,1980,1976.48701639032,2016
49,41151,1943,1950.41119525848,2016
50,50638,1965,1964.82904630959,2016
44,23854,1930,1934.50839314656,2017
38,18506,1920,1924.84237123421,2017
45,31977,1925,1928.85182717929,2017
43,32653,1925,1928.57863824233,2017
34,16309,1930,1934.79487561448,2017
36,16060,1905,1920.70422062672,2017
41,16276,1930,1934.53817224521,2017
46,39336,1950,1947.03780079581,2017
39,21617,1910,1917.22287896223,2017
37,19984,1915,1925.47621592731,2017
48,24176,1930,1935.70911375057,2017
33,15336,1916,1924.29314457182,2017
42,16956,1935,1951.51000926124,2017
47,24611,1930,1938.22883473047,2017
40,11016,1920,1923.14267471558,2017
35,13411,1915,1921.44423709233,2017
0,209,1959,1958.12765957447,2017
12,21772,1950,1947.54605871475,2017
13,31341,1940,1944.74560869565,2017
17,9249,1931,1950.64788179916,2017
8,5598,1920,1934.85105001083,2017
14,4535,1922,1931.64423578508,2017
18,13628,1931,1944.59930116158,2017
11,10510,1930,1937.05298254122,2017
15,10600,1925,1932.54160340115,2017
16,3903,1927,1939.54558568956,2017
22,22957,1931,1939.43959268209,2017
10,2659,1922,1925.88110964333,2017
5,3383,1920,1924.66845098695,2017
3,8174,1910,1920.07025454545,2017
4,5933,1920,1925.4908445441,2017
6,4128,1910,1914.31386666667,2017
1,5684,1910,1920.37023708721,2017
2,4966,1910,1919.52741635688,2017
9,5875,1910,1922.10821837964,2017
7,3258,1912,1917.99930843707,2017
26,15439,1931,1938.3257532689,2017
21,17376,1930,1942.14794952681,2017
25,13929,1939,1943.09085719722,2017
30,42201,1930,1934.31945530362,2017
29,20559,1934,1936.84241647076,2017
19,51107,1945,1947.52031409045,2017
23,49498,1945,1944.0773306238,2017
27,52956,1935,1938.74602983999,2017
32,42840,1930,1936.91859690668,2017
20,22481,1950,1950.4086429113,2017
24,28588,1940,1944.47376425856,2017
31,36665,1950,1951.42449972096,2017
28,44234,1925,1935.04947082579,2017
51,49574,1980,1976.75775028441,2017
49,41592,1945,1950.84445171849,2017
50,51353,1965,1965.16682054522,2017
1,5698,1910,1920.30121509273,2018
2,4969,1910,1919.32273152479,2018
3,8135,1910,1920.0300840584,2018
4,5924,1920,1925.19504819505,2018
6,4139,1910,1914.16836188437,2018
5,3413,1918,1924.64824797844,2018
9,5882,1910,1922.16969341925,2018
8,5687,1920,1935.23778501629,2018
7,3283,1913,1918.11249567324,2018
10,2681,1922,1926.07834507042,2018
17,9385,1931,1951.15719895288,2018
16,3956,1927,1940.22139160437,2018
13,31457,1940,1944.81576774306,2018
22,23192,1931,1939.7843883316,2018
15,8045,1925,1932.95599878197,2018
14,4568,1922,1931.96750524109,2018
11,10607,1930,1937.29138349515,2018
12,22001,1950,1947.71796351882,2018
18,13842,1932,1944.78365883574,2018
0,11,1932,1911.5,2018
33,15434,1915,1924.38437088146,2018
35,13507,1915,1921.59412550067,2018
39,21692,1910,1917.19327731092,2018
38,18614,1920,1924.9014688678,2018
40,11000,1920,1922.87060609599,2018
36,16205,1905,1921.214544722,2018
41,16371,1930,1934.73367439061,2018
37,20144,1915,1925.63490835515,2018
34,16373,1930,1935.04090025422,2018
42,17278,1940,1952.06586572438,2018
45,31998,1925,1928.90120458982,2018
48,24197,1930,1935.67709586843,2018
44,23920,1930,1934.52384548359,2018
47,24782,1930,1938.31624881872,2018
43,32705,1925,1928.65828402367,2018
46,39495,1950,1947.0633722766,2018
26,15631,1931,1938.62484744935,2018
21,17485,1930,1942.48313452879,2018
25,13976,1940,1943.39868970756,2018
30,42344,1930,1934.40438350811,2018
20,22579,1950,1950.77988855116,2018
29,20635,1934,1936.88819920091,2018
24,28679,1941,1944.5925885677,2018
19,51956,1945,1947.7102624466,2018
32,43586,1930,1937.0336908284,2018
23,50301,1945,1944.17250009068,2018
28,44816,1925,1935.13302704396,2018
27,53163,1935,1938.80393393394,2018
31,36907,1950,1951.55750696934,2018
49,41629,1945,1951.17446419237,2018
50,52184,1965,1965.67264105058,2018
51,50015,1980,1976.99957416607,2018
31,37142,1950,1951.86745646816,2019
50,50755,1965,1965.93861966983,2019
51,47776,1980,1977.29917666431,2019
49,40584,1945,1951.46500407498,2019
32,43368,1930,1937.14195385298,2019
25,13940,1940,1943.55188455331,2019
21,17431,1930,1942.7659591257,2019
16,3955,1927,1940.65108225108,2019
29,20632,1934,1936.95735577266,2019
30,42343,1930,1934.43479959626,2019
34,16076,1930,1936.03467993465,2019
27,53238,1935,1938.89528842978,2019
20,22380,1950,1951.05453970263,2019
19,51282,1945,1947.9716622676,2019
23,49927,1945,1944.23221408369,2019
33,15146,1920,1925.26473534171,2019
39,21566,1910,1917.61404885193,2019
28,44465,1925,1935.25076569678,2019
18,13181,1932,1945.02825552826,2019
40,10990,1920,1923.53342618384,2019
44,23890,1930,1934.87690347982,2019
24,28434,1941,1944.7238720886,2019
11,10573,1930,1937.49136042833,2019
35,13444,1915,1922.02250177179,2019
46,39105,1953,1947.24387394215,2019
12,21988,1950,1948.06607649135,2019
22,22823,1931,1939.94769017821,2019
38,18572,1920,1925.16190785204,2019
4,5911,1920,1925.78905809363,2019
42,17250,1940,1952.309058865,2019
36,16130,1905,1921.69810942615,2019
37,20115,1915,1925.91927238141,2019
10,2672,1922,1926.2143802382,2019
8,5693,1920,1935.52188041594,2019
15,8052,1925,1933.40353012782,2019
14,4567,1923,1932.253547031,2019
13,31422,1940,1944.87677250979,2019
48,24144,1930,1935.95472238123,2019
17,9171,1931,1951.45596330275,2019
43,32637,1925,1928.79798067717,2019
45,31998,1925,1928.966340882,2019
3,8127,1910,1920.73384975154,2019
2,4960,1910,1920.15593771787,2019
41,16346,1930,1934.97449209932,2019
9,5804,1910,1922.5777907429,2019
5,3408,1920,1921.40496977838,2019
47,24687,1930,1938.57608937305,2019
26,15642,1931,1939.04489828998,2019
7,3279,1913,1918.36523842433,2019
1,5655,1910,1921.05258711721,2019
6,4137,1910,1914.34430176565,2019
0,156,2005,1969.63157894737,2019
1,5575,1905,1911.34325522483,2020
0,16,1942,1936,2020
2,4900,1910,1914.36740395809,2020
3,7941,1910,1906.73700350467,2020
4,5809,1915,1919.29986764984,2020
6,4078,1896,1905.49077786688,2020
5,3344,1919,1921.30940343782,2020
9,5833,1910,1919.01476875243,2020
8,5604,1920,1935.28970747562,2020
7,3253,1910,1916.54250172771,2020
10,2636,1922,1926.07410674901,2020
17,9210,1931,1951.8877216021,2020
16,3889,1927,1940.77456647399,2020
15,7908,1925,1933.97774729462,2020
14,4508,1923,1932.78814892501,2020
11,10435,1930,1937.93734030904,2020
12,21633,1950,1948.24853987162,2020
18,13551,1934,1945.16746953811,2020
13,30977,1940,1944.95048041389,2020
33,15075,1910,1920.46647657213,2020
35,13210,1910,1914.63555870374,2020
39,21431,1910,1913.5753739931,2020
38,18276,1920,1925.22481173721,2020
40,10823,1920,1923.93726036947,2020
36,16049,1901,1918.94506741423,2020
41,16127,1930,1935.22369212267,2020
37,19832,1915,1926.43658464275,2020
34,15769,1930,1936.23769641269,2020
42,17171,1940,1952.85430370889,2020
45,31528,1925,1929.14381733244,2020
22,22887,1931,1940.08070843429,2020
44,23131,1930,1935.27902263911,2020
47,24253,1930,1938.79544823758,2020
43,32344,1925,1928.91143205151,2020
48,23693,1930,1936.4497478799,2020
46,39124,1955,1947.31735411999,2020
26,15328,1930,1939.18018018018,2020
21,17068,1930,1942.97934079798,2020
25,13802,1940,1943.57060108252,2020
20,22288,1950,1951.19495224239,2020
29,20408,1935,1937.04240131344,2020
30,41794,1930,1934.36908445429,2020
19,51361,1947,1948.09930394432,2020
32,42756,1930,1937.41388108268,2020
24,28415,1942,1944.84503066819,2020
23,50027,1945,1944.27336668842,2020
28,43707,1925,1935.39748051225,2020
27,52500,1935,1938.99912980856,2020
31,36653,1950,1952.02030840156,2020
49,41108,1945,1951.74718462986,2020
50,51320,1967,1966.22975781892,2020
51,49673,1980,1977.58478408585,2020
0,132,1934,1937.77272727273,2021
1,5564,1905,1911.43282636248,2021
2,4891,1910,1914.424277726,2021
3,7930,1910,1906.96425444996,2021
4,5785,1915,1919.28062866881,2021
6,4077,1896,1905.6348104645,2021
5,3341,1920,1921.4389094581,2021
9,5830,1910,1919.09597823975,2021
8,5601,1920,1935.45228305562,2021
7,3238,1910,1916.54668049793,2021
10,2634,1922,1926.07902869757,2021
17,9185,1931,1952.06970015781,2021
16,3888,1927,1940.70331890332,2021
22,22863,1931,1940.1467551197,2021
15,7877,1925,1933.98824427481,2021
14,4494,1923,1932.86194225722,2021
11,10416,1930,1938.01143969819,2021
18,13558,1935,1945.25533320748,2021
13,30969,1940,1944.98057028601,2021
12,21621,1950,1948.28497079743,2021
33,15080,1910,1920.76976261811,2021
35,13233,1910,1914.87557440792,2021
39,21418,1910,1913.61688107939,2021
38,18236,1920,1925.30671341384,2021
40,10805,1920,1923.96490004649,2021
36,16065,1901,1919.18275701246,2021
41,16120,1930,1935.25856370192,2021
37,19828,1915,1926.4755157695,2021
34,15777,1930,1936.39104367135,2021
42,17183,1940,1952.90895104895,2021
45,31521,1925,1929.22865315852,2021
44,23099,1930,1935.30668596237,2021
47,24239,1930,1938.88376608966,2021
43,32333,1925,1928.92487711514,2021
48,23660,1930,1936.55439138898,2021
46,39119,1955,1947.34488089604,2021
26,15287,1930,1939.36357734134,2021
21,17078,1930,1943.15228866304,2021
25,13799,1940,1943.64107430958,2021
29,20396,1935,1937.06312031417,2021
24,28395,1944,1944.87092221679,2021
30,41801,1930,1934.39691325866,2021
32,42704,1930,1937.41201272283,2021
19,51354,1948,1948.14802784223,2021
20,22289,1950,1951.30200366601,2021
23,50035,1945,1944.32654244907,2021
28,43709,1925,1935.42010578328,2021
27,52502,1935,1939.03623601404,2021
31,36654,1950,1952.06551710437,2021
49,41059,1945,1951.87624789317,2021
50,51367,1969,1966.34422468545,2021
51,49648,1980,1977.63958665292,2021
1,5581,1905,1911.53615854944,2022
2,4899,1910,1914.593866171,2022
3,7926,1910,1906.84810495627,2022
4,5776,1915,1919.29172191703,2022
6,4076,1896,1905.38455371459,2022
5,3322,1920,1923.34882154882,2022
9,5826,1910,1919.21571678662,2022
8,5593,1920,1935.8115126596,2022
7,3250,1910,1916.68726268554,2022
10,2633,1922,1926.19469026549,2022
17,9159,1931,1952.47586479021,2022
16,3868,1927,1941.1698440208,2022
22,22816,1931,1940.20788592541,2022
15,7893,1925,1934.32113449222,2022
14,4475,1923,1933.28665611814,2022
11,10375,1930,1938.1783625731,2022
12,21613,1950,1948.33929398148,2022
18,13561,1935,1945.35933226445,2022
13,30984,1940,1945.02042235161,2022
0,3,1950,1948,2022
33,15068,1910,1920.97236761084,2022
35,13221,1910,1914.9768571681,2022
39,21403,1910,1913.57694925904,2022
38,18223,1920,1925.41675868789,2022
40,10779,1920,1924.08811546968,2022
36,16059,1901,1919.31379861481,2022
41,16119,1930,1935.30036079375,2022
37,19834,1915,1926.62046908316,2022
34,15743,1930,1936.52225431386,2022
42,17179,1940,1952.93847444592,2022
45,31476,1925,1929.32645081303,2022
44,23077,1930,1935.42446334548,2022
47,24235,1930,1938.91258741259,2022
43,32332,1925,1928.92878583547,2022
48,23644,1930,1936.60446735395,2022
46,39122,1955,1947.36937391579,2022
26,15255,1930,1939.540498822,2022
21,17069,1930,1943.29217815549,2022
25,13800,1940,1943.65174506829,2022
20,22286,1950,1951.40413296259,2022
29,20406,1935,1937.08206665239,2022
24,28378,1945,1944.88164395461,2022
30,41802,1930,1934.43454900684,2022
32,42786,1930,1937.45711962147,2022
19,51374,1949,1948.26297638023,2022
23,50042,1945,1944.36346502356,2022
28,43729,1925,1935.47716918797,2022
27,52535,1935,1939.15607023011,2022
31,36666,1950,1952.15985705777,2022
49,40891,1945,1951.96491853195,2022
50,51457,1969,1966.41613183419,2022
51,49692,1980,1977.77871554485,2022
1,5635,1905,1911.69742941424,2023
0,22,1950,1949.5,2023
2,4900,1910,1914.70697674419,2023
3,7903,1910,1907.02876752337,2023
4,5755,1915,1919.48983083064,2023
6,4063,1895,1905.40090933405,2023
5,3311,1920,1926.05832771409,2023
9,5833,1910,1919.4156626506,2023
8,5569,1920,1936.72865192891,2023
7,3260,1910,1916.81098825156,2023
10,2629,1922,1926.31488042516,2023
17,9142,1931,1953.01642143983,2023
16,3864,1928,1941.86734104046,2023
22,22772,1931,1940.4519180848,2023
15,7854,1925,1934.88924583142,2023
14,4454,1923,1934.24848164774,2023
11,10352,1930,1938.56346598515,2023
18,13556,1935,1945.44462264151,2023
12,21585,1950,1948.63012431339,2023
13,30915,1940,1945.09445603059,2023
33,15023,1914,1921.75637872733,2023
35,13211,1910,1915.30140372561,2023
39,21356,1910,1913.7556800335,2023
38,18187,1920,1925.64093240699,2023
40,10753,1920,1924.49021435228,2023
36,16056,1901,1919.66651153514,2023
41,16102,1930,1935.56041150409,2023
37,19806,1915,1926.88394813192,2023
34,15732,1930,1936.91255456092,2023
42,17178,1940,1953.05412011173,2023
45,31464,1925,1929.52575403821,2023
44,22989,1930,1935.57749333951,2023
47,24181,1930,1938.99078801332,2023
43,32315,1925,1928.94688302084,2023
48,23603,1930,1936.68986470993,2023
46,39108,1955,1947.38838778857,2023
26,15173,1930,1940.00738396624,2023
21,17056,1930,1943.56167504714,2023
25,13783,1940,1943.76939123838,2023
19,51381,1950,1948.48590367026,2023
20,22277,1950,1951.62506313131,2023
29,20397,1935,1937.18367929239,2023
24,28348,1945,1945.00363656101,2023
30,41757,1930,1934.50485152383,2023
23,50049,1945,1944.41729772818,2023
32,42740,1930,1937.60625968849,2023
28,43884,1925,1935.56236521739,2023
27,52486,1935,1939.27446400767,2023
31,36308,1950,1952.33518423036,2023
49,40887,1947,1952.24888457808,2023
50,51424,1970,1966.6941369019,2023
51,49891,1980,1977.97944422409,2023
1,5282,1909,1913.38521661456,2024
2,5464,1906,1910.30370524563,2024
3,7236,1910,1908.06214057508,2024
4,5297,1917,1920.96943866944,2024
6,3770,1895,1907.11104799773,2024
7,3382,1910,1916.76342281879,2024
5,3658,1915,1922.66697163769,2024
8,5505,1920,1936.5131227758,2024
9,5908,1910,1919.10694471016,2024
10,2988,1920,1925.11312741313,2024
17,9249,1931,1949.70123520329,2024
16,3571,1927,1939.42043657071,2024
22,23267,1930,1939.6260002254,2024
15,6822,1927,1941.59638135003,2024
14,4690,1924,1935.29573624194,2024
11,12608,1930,1938.41692119731,2024
12,19853,1950,1949.74265117146,2024
18,13400,1935,1946.30216034566,2024
13,31766,1940,1944.31343785465,2024
33,12790,1915,1922.29547900969,2024
35,12763,1910,1915.03024488304,2024
39,21776,1910,1913.63978218432,2024
38,23092,1924,1925.77975466902,2024
43,23025,1926,1930.84290859201,2024
0,2,1955,1955,2024
40,13528,1920,1926.26464167062,2024
36,16155,1901,1919.82139792753,2024
41,15959,1930,1937.65464529534,2024
37,19942,1915,1926.85467087572,2024
34,15094,1930,1936.89150758111,2024
42,18482,1940,1952.13423121536,2024
45,32217,1925,1930.58479290213,2024
44,24604,1930,1936.3237603528,2024
47,23383,1925,1934.98834143769,2024
50,53502,1965,1964.661389458,2024
48,22764,1930,1936.57811668736,2024
46,37673,1950,1947.03252380796,2024
26,13865,1931,1941.39686730025,2024
19,51889,1950,1948.77604865652,2024
25,14476,1940,1944.40043584854,2024
21,16662,1930,1943.81151286779,2024
24,27934,1941,1945.14851375944,2024
29,27824,1925,1930.83072285914,2024
30,37461,1931,1936.62632477417,2024
32,43268,1930,1936.79020575835,2024
20,22879,1950,1951.52498921551,2024
23,52460,1945,1943.59637828347,2024
28,42838,1930,1938.42752,2024
27,48454,1935,1939.31599429239,2024
31,35355,1950,1952.93806467438,2024
49,39993,1945,1952.07475116125,2024
51,52297,1980,1978.2209177752,2024
1,5262,1909,1913.50726256983,2025
2,5450,1906,1910.39479166667,2025
3,7228,1910,1908.17209971237,2025
4,5277,1917,1921.16221851543,2025
6,3768,1895,1907.1141721102,2025
7,3368,1910,1916.77452956989,2025
5,3648,1915,1922.72,2025
8,5488,1920,1936.69488888889,2025
9,5890,1910,1919.23520398391,2025
10,2981,1920,1925.22616750289,2025
17,9228,1931,1949.87096359192,2025
16,3565,1927,1939.81315207082,2025
22,23234,1930,1939.70533198061,2025
15,6780,1928,1942.06327348789,2025
14,4669,1924,1935.85575968222,2025
11,12592,1930,1938.49149434654,2025
18,13401,1935,1946.39917498081,2025
13,31768,1940,1944.46535859838,2025
12,19849,1950,1949.84740602672,2025
33,12749,1915,1922.33273429778,2025
35,12756,1910,1915.0859910445,2025
39,21753,1910,1913.72283278554,2025
38,23085,1924,1925.88133907856,2025
43,23007,1926,1930.88275980336,2025
40,13497,1920,1926.42526555387,2025
36,16168,1901,1920.00975674072,2025
41,15952,1930,1937.72380034117,2025
37,19933,1915,1927.03038448054,2025
0,2,1955,1955,2025
34,15061,1930,1937.08872995913,2025
42,18496,1940,1952.1974107948,2025
45,32205,1925,1930.64004044489,2025
44,24525,1930,1936.38261103634,2025
47,23366,1925,1935.03058713231,2025
50,53535,1965,1964.81378268448,2025
48,22751,1930,1936.64340581423,2025
46,37670,1950,1947.05170709201,2025
26,13836,1931,1941.50875494941,2025
21,16680,1930,1943.89996793844,2025
25,14482,1940,1944.44368817497,2025
20,22860,1950,1951.65032981937,2025
24,27929,1942,1945.24652624614,2025
29,27814,1925,1930.87744886975,2025
30,37450,1931,1936.6824855142,2025
32,43264,1930,1936.83720595122,2025
19,51908,1950,1948.86011530997,2025
23,52473,1945,1943.67620030976,2025
28,42848,1930,1938.4828652684,2025
27,48442,1935,1939.33223043986,2025
31,35392,1950,1953.10151020408,2025
49,40061,1945,1952.31046346224,2025
51,52473,1980,1978.40146440256,2025
